city,time,temperature,apparent temperature,relative humidity,precipitation,dewpoint,freeing level,pressure
Florence,2021-11-09T11:00,17.2,15.9,64,0.0,10.4,3210,1023.3
Florence,2021-11-09T12:00,18.0,16.6,62,0.0,10.7,3204,1023.3
Florence,2021-11-09T13:00,18.6,17.2,61,0.0,10.9,3192,1023.3
Florence,2021-11-09T14:00,18.5,17.1,61,0.0,11.0,3176,1023.3
Florence,2021-11-09T15:00,18.1,16.8,63,0.0,11.0,3160,1023.3
Florence,2021-11-09T16:00,17.2,16.0,66,0.0,10.8,3150,1023.3
Florence,2021-11-09T17:00,16.3,15.1,69,0.0,10.5,3166,1023.3
Florence,2021-11-09T18:00,15.1,14.0,73,0.0,10.2,3194,1023.8
Florence,2021-11-09T19:00,13.7,12.7,77,0.0,9.7,3224,1024.3
Florence,2021-11-09T20:00,12.9,12.0,80,0.0,9.6,3232,1024.9
Florence,2021-11-09T21:00,12.3,11.4,83,0.0,9.5,3234,1024.9
Florence,2021-11-09T22:00,11.7,10.8,85,0.0,9.3,3236,1024.9
Florence,2021-11-09T23:00,11.4,10.4,85,0.0,9.0,3236,1024.9
Florence,2021-11-10T00:00,11.2,10.1,84,0.0,8.6,3236,1025.4
Florence,2021-11-10T01:00,11.0,9.7,83,0.0,8.2,3236,1025.4
Florence,2021-11-10T02:00,10.9,9.6,83,0.0,8.0,3236,1024.9
Florence,2021-11-10T03:00,10.9,9.5,82,0.0,7.9,3238,1024.9
Florence,2021-11-10T04:00,10.8,9.5,82,0.0,7.9,3238,1024.9
Florence,2021-11-10T05:00,10.5,9.2,84,0.0,7.9,3226,1024.9
Florence,2021-11-10T06:00,10.1,8.9,86,0.0,7.9,3210,1024.9
Florence,2021-11-10T07:00,10.3,9.2,87,0.0,8.2,3202,1024.9
Florence,2021-11-10T08:00,11.5,10.4,83,0.0,8.5,3216,1024.9
Florence,2021-11-10T09:00,13.2,12.2,76,0.0,9.0,3242,1024.9
Florence,2021-11-10T10:00,15.4,14.4,69,0.0,9.7,3268,1024.9
Florence,2021-11-10T11:00,16.7,15.8,66,0.0,10.2,3276,1024.3
Florence,2021-11-10T12:00,17.8,17.0,63,0.0,10.7,3278,1023.8
Florence,2021-11-10T13:00,18.9,18.1,61,0.0,11.3,3282,1023.3
Florence,2021-11-10T14:00,19.1,18.4,61,0.0,11.5,3294,1023.3
Florence,2021-11-10T15:00,18.9,18.3,62,0.0,11.6,3310,1022.8
Florence,2021-11-10T16:00,18.3,17.7,64,0.0,11.4,3320,1022.8
Florence,2021-11-10T17:00,17.3,16.7,67,0.0,11.1,3308,1023.3
Florence,2021-11-10T18:00,16.1,15.5,70,0.0,10.7,3286,1023.3
Florence,2021-11-10T19:00,14.6,13.9,75,0.0,10.1,3250,1023.8
Florence,2021-11-10T20:00,13.7,13.0,77,0.0,9.9,3210,1023.8
Florence,2021-11-10T21:00,13.1,12.3,80,0.0,9.7,3166,1023.8
Florence,2021-11-10T22:00,12.2,11.4,83,0.0,9.4,3132,1023.8
Florence,2021-11-10T23:00,11.5,10.7,85,0.0,9.1,3146,1023.8
Urbania,2021-11-04T00:00,15.3,13.2,81,0.0,12.0,2990,1001.6
Urbania,2021-11-04T01:00,14.3,10.8,79,0.0,10.6,2896,1001.6
Urbania,2021-11-04T02:00,14.1,10.6,79,0.0,10.4,2840,1001.6
Urbania,2021-11-04T03:00,13.9,10.3,78,0.0,10.2,2772,1002.1
Urbania,2021-11-04T04:00,13.9,9.7,78,0.0,10.0,2630,1001.6
Urbania,2021-11-04T05:00,13.2,9.5,78,0.0,9.4,2460,1002.6
Urbania,2021-11-04T06:00,12.5,9.0,79,0.0,9.0,2242,1004.2
Urbania,2021-11-04T07:00,11.3,7.5,79,0.0,7.8,2190,1006.3
Urbania,2021-11-04T08:00,11.6,7.4,76,0.0,7.5,2250,1007.3
Urbania,2021-11-04T09:00,12.6,8.0,70,0.0,7.2,2308,1008.4
Urbania,2021-11-04T10:00,13.7,9.2,66,0.0,7.5,2358,1008.4
Urbania,2021-11-04T11:00,14.2,9.4,65,0.0,7.7,2436,1009.9
Urbania,2021-11-04T12:00,14.7,9.4,62,0.0,7.4,2468,1009.4
Urbania,2021-11-04T13:00,14.8,9.8,63,0.0,7.9,2494,1009.9
Urbania,2021-11-04T14:00,14.8,10.1,65,0.0,8.2,2512,1009.4
Urbania,2021-11-04T15:00,14.8,11.2,64,0.0,8.1,2424,1009.9
Urbania,2021-11-04T16:00,14.4,11.7,65,0.0,7.9,2368,1010.4
Urbania,2021-11-04T17:00,13.2,11.2,71,0.0,7.9,2402,1011.5
Urbania,2021-11-04T18:00,12.2,10.8,76,0.0,8.1,2406,1012.0
Urbania,2021-11-04T19:00,11.4,10.3,80,0.0,8.1,2400,1013.6
Urbania,2021-11-04T20:00,10.4,9.6,84,0.0,7.7,2382,1014.1
Urbania,2021-11-04T21:00,9.8,9.0,85,0.0,7.5,2278,1015.1
Urbania,2021-11-04T22:00,9.3,8.3,88,0.0,7.4,2186,1015.1
Urbania,2021-11-04T23:00,8.9,8.0,92,0.0,7.6,2080,1015.6
Urbania,2021-11-05T00:00,8.4,7.5,94,0.0,7.6,2060,1015.6
Urbania,2021-11-05T01:00,7.7,6.5,97,0.0,7.2,2108,1016.2
Urbania,2021-11-05T02:00,7.4,6.1,96,0.0,6.9,2118,1016.2
Urbania,2021-11-05T03:00,7.4,6.0,95,0.0,6.7,2148,1016.2
Urbania,2021-11-05T04:00,7.0,5.7,96,0.0,6.4,2136,1016.2
Urbania,2021-11-05T05:00,6.9,5.4,96,0.0,6.4,2120,1016.7
Urbania,2021-11-05T06:00,7.0,5.6,96,0.0,6.5,2126,1016.7
Urbania,2021-11-05T07:00,7.1,5.8,96,0.0,6.5,2106,1017.2
Urbania,2021-11-05T08:00,8.5,7.5,90,0.0,7.0,2152,1018.2
Urbania,2021-11-05T09:00,9.9,8.9,87,0.0,7.8,2150,1018.8
Urbania,2021-11-05T10:00,10.7,9.6,80,0.0,7.4,2184,1018.8
Urbania,2021-11-05T11:00,11.4,10.1,77,0.0,7.4,2128,1019.3
Urbania,2021-11-05T12:00,11.9,10.0,77,0.0,8.1,2050,1018.8
Urbania,2021-11-05T13:00,11.8,10.0,81,0.03,8.7,2018,1018.2
Urbania,2021-11-05T14:00,11.8,9.4,81,0.15,8.7,1969,1018.2
Urbania,2021-11-05T15:00,11.0,9.3,87,0.11,9.0,1976,1018.2
Urbania,2021-11-05T16:00,10.5,8.7,87,0.11,8.4,1891,1018.2
Urbania,2021-11-05T17:00,9.8,8.5,91,1.58,8.3,1908,1018.8
Urbania,2021-11-05T18:00,9.5,8.5,93,2.01,8.5,1895,1018.8
Urbania,2021-11-05T19:00,9.5,8.5,95,0.67,8.6,2041,1019.3
Urbania,2021-11-05T20:00,9.6,8.6,93,0.01,8.5,2001,1019.3
Urbania,2021-11-05T21:00,9.5,8.3,94,0.04,8.5,2362,1018.8
Urbania,2021-11-05T22:00,9.3,8.5,95,0.05,8.6,2318,1018.8
Urbania,2021-11-05T23:00,9.3,8.3,96,0.26,8.7,2296,1019.3
Urbania,2021-11-06T00:00,9.4,8.5,97,0.58,8.9,2252,1019.3
Urbania,2021-11-06T01:00,9.5,8.5,96,0.46,8.9,2224,1019.3
Urbania,2021-11-06T02:00,9.4,8.2,96,0.73,8.9,2190,1019.8
Urbania,2021-11-06T03:00,9.3,8.4,96,0.03,8.7,2278,1019.8
Urbania,2021-11-06T04:00,9.4,8.7,96,0.0,8.8,2174,1020.3
Urbania,2021-11-06T05:00,9.4,8.7,94,0.0,8.5,2172,1020.8
Urbania,2021-11-06T06:00,9.5,8.7,93,0.0,8.4,2178,1021.4
Urbania,2021-11-06T07:00,9.6,8.7,93,0.0,8.6,2176,1021.9
Urbania,2021-11-06T08:00,9.8,9.0,93,0.01,8.6,2178,1022.9
Urbania,2021-11-06T09:00,10.1,9.4,91,0.0,8.8,2160,1024.0
Urbania,2021-11-06T10:00,10.7,9.4,86,0.0,8.4,2120,1024.5
Urbania,2021-11-06T11:00,11.2,9.4,85,0.0,8.8,2148,1025.0
Urbania,2021-11-06T12:00,11.1,9.1,86,0.02,8.9,2146,1025.0
Urbania,2021-11-06T13:00,11.0,8.8,85,0.04,8.7,2142,1024.4
Urbania,2021-11-06T14:00,10.7,8.9,87,0.02,8.6,2112,1024.4
Urbania,2021-11-06T15:00,10.6,8.9,86,0.02,8.4,2660,1024.4
Urbania,2021-11-06T16:00,10.3,8.5,86,0.01,8.2,2674,1025.0
Urbania,2021-11-06T17:00,9.9,8.5,89,0.01,8.2,2640,1024.4
Urbania,2021-11-06T18:00,9.5,8.3,91,0.02,8.1,2592,1025.0
Urbania,2021-11-06T19:00,9.2,8.0,92,0.01,8.0,2686,1025.0
Urbania,2021-11-06T20:00,9.0,7.7,92,0.0,7.9,2750,1025.0
Urbania,2021-11-06T21:00,9.0,7.6,90,0.0,7.6,2836,1024.4
Urbania,2021-11-06T22:00,9.2,7.6,87,0.01,7.2,2836,1024.4
Urbania,2021-11-06T23:00,9.3,7.8,85,0.0,7.0,2844,1023.9
Urbania,2021-11-07T00:00,9.3,7.7,86,0.0,7.2,2820,1023.9
Urbania,2021-11-07T01:00,9.2,7.7,88,0.09,7.4,2894,1023.4
Urbania,2021-11-07T02:00,9.0,7.7,90,0.4,7.6,2930,1023.4
Urbania,2021-11-07T03:00,8.6,7.1,93,2.26,7.6,2948,1022.9
Urbania,2021-11-07T04:00,8.4,7.3,95,2.28,7.7,2942,1022.9
Urbania,2021-11-07T05:00,8.4,7.1,94,2.77,7.6,3006,1022.9
Urbania,2021-11-07T06:00,8.4,7.0,93,0.76,7.4,3086,1022.3
Urbania,2021-11-07T07:00,8.4,7.0,92,0.07,7.3,3106,1022.9
Urbania,2021-11-07T08:00,8.7,7.1,91,0.05,7.3,3100,1023.4
Urbania,2021-11-07T09:00,9.0,7.4,90,0.0,7.5,3152,1023.4
Urbania,2021-11-07T10:00,9.3,7.8,90,0.0,7.7,3290,1023.4
Urbania,2021-11-07T11:00,9.8,8.5,88,0.0,7.9,3354,1023.4
Urbania,2021-11-07T12:00,10.2,8.8,88,0.0,8.2,3382,1022.9
Urbania,2021-11-07T13:00,10.5,8.8,88,0.0,8.6,3368,1022.3
Urbania,2021-11-07T14:00,10.5,9.0,88,0.0,8.7,3390,1021.8
Urbania,2021-11-07T15:00,10.4,9.1,89,0.0,8.8,3412,1021.8
Urbania,2021-11-07T16:00,10.3,9.1,91,0.0,8.9,3432,1021.3
Urbania,2021-11-07T17:00,10.1,9.0,91,0.0,8.8,3444,1021.3
Urbania,2021-11-07T18:00,10.0,8.9,91,0.0,8.7,3450,1021.3
Urbania,2021-11-07T19:00,9.7,8.7,92,0.0,8.5,3436,1021.3
Urbania,2021-11-07T20:00,9.6,8.5,92,0.0,8.5,3386,1021.3
Urbania,2021-11-07T21:00,9.4,8.4,93,0.0,8.4,3314,1021.3
Urbania,2021-11-07T22:00,9.2,8.3,94,0.0,8.4,3242,1021.3
Urbania,2021-11-07T23:00,9.1,8.3,95,0.0,8.4,3226,1020.8
Urbania,2021-11-08T00:00,9.1,8.2,95,0.0,8.4,3228,1020.8
Urbania,2021-11-08T01:00,8.9,8.1,95,0.0,8.3,3232,1020.2
Urbania,2021-11-08T02:00,8.7,7.9,96,0.0,8.1,3224,1020.2
Urbania,2021-11-08T03:00,8.4,7.5,96,0.0,7.8,3212,1020.2
Urbania,2021-11-08T04:00,8.1,7.1,96,0.0,7.6,3206,1019.7
Urbania,2021-11-08T05:00,8.1,7.1,96,0.0,7.4,3218,1019.7
Urbania,2021-11-08T06:00,8.1,7.2,95,0.0,7.4,3238,1019.7
Urbania,2021-11-08T07:00,8.5,7.8,94,0.0,7.5,3244,1019.7
Urbania,2021-11-08T08:00,9.2,8.5,92,0.0,7.9,3224,1020.2
Urbania,2021-11-08T09:00,10.1,9.5,90,0.0,8.6,3188,1020.2
Urbania,2021-11-08T10:00,11.3,10.8,87,0.0,9.3,3128,1020.8
Urbania,2021-11-08T11:00,12.2,11.6,85,0.0,9.7,3062,1020.8
Urbania,2021-11-08T12:00,13.1,12.4,82,0.0,10.1,2986,1020.2
Urbania,2021-11-08T13:00,13.7,12.8,80,0.0,10.2,2932,1019.7
Urbania,2021-11-08T14:00,13.4,12.2,78,0.0,9.7,2968,1019.2
Urbania,2021-11-08T15:00,12.7,11.1,78,0.0,8.9,3046,1019.2
Urbania,2021-11-08T16:00,11.9,9.9,77,0.0,8.0,3132,1019.2
Urbania,2021-11-08T17:00,11.5,9.6,77,0.01,7.7,3152,1019.2
Urbania,2021-11-08T18:00,11.3,9.6,78,0.01,7.6,3156,1019.7
Urbania,2021-11-08T19:00,11.1,9.7,79,0.01,7.7,3146,1020.2
Urbania,2021-11-08T20:00,10.9,9.8,81,0.31,7.8,3132,1020.8
Urbania,2021-11-08T21:00,10.8,10.0,83,0.31,8.0,3110,1021.3
Urbania,2021-11-08T22:00,10.7,10.2,85,0.31,8.4,3066,1021.8
Urbania,2021-11-08T23:00,10.6,10.1,88,1.17,8.7,3014,1021.8
Urbania,2021-11-09T00:00,10.5,10.0,90,1.17,9.0,2950,1021.8
Urbania,2021-11-09T01:00,10.5,10.0,93,1.17,9.5,2876,1022.3
Urbania,2021-11-09T02:00,10.7,10.2,95,0.01,9.9,2836,1022.3
Urbania,2021-11-09T03:00,11.0,10.5,95,0.01,10.3,2802,1022.3
Urbania,2021-11-09T04:00,11.3,10.9,96,0.01,10.7,2790,1022.9
Urbania,2021-11-09T05:00,11.5,11.0,96,0.01,10.9,2820,1023.4
Urbania,2021-11-09T06:00,11.6,11.1,96,0.01,11.0,2874,1023.9
Urbania,2021-11-09T07:00,11.7,11.1,96,0.01,11.1,2932,1024.4
Urbania,2021-11-09T08:00,11.3,10.0,90,0.0,9.7,3106,1026.4
Urbania,2021-11-09T09:00,11.8,10.5,88,0.0,9.9,3194,1026.9
Urbania,2021-11-09T10:00,12.6,11.1,86,0.0,10.3,3286,1027.5
Urbania,2021-11-09T11:00,13.0,11.3,85,0.0,10.5,3300,1028.0
Urbania,2021-11-09T12:00,13.4,11.4,84,0.0,10.7,3288,1027.5
Urbania,2021-11-09T13:00,13.6,11.4,83,0.0,10.8,3278,1027.5
Urbania,2021-11-09T14:00,13.4,11.4,84,0.0,10.8,3288,1027.5
Urbania,2021-11-09T15:00,13.0,11.3,85,0.0,10.6,3302,1027.5
Urbania,2021-11-09T16:00,12.4,11.0,87,0.0,10.3,3320,1027.5
Urbania,2021-11-09T17:00,11.7,10.5,88,0.0,9.9,3328,1027.5
Urbania,2021-11-09T18:00,10.9,9.8,90,0.0,9.4,3334,1028.0
Urbania,2021-11-09T19:00,10.0,8.9,92,0.0,8.8,3346,1028.0
Urbania,2021-11-09T20:00,9.6,8.5,92,0.0,8.5,3362,1028.5
Urbania,2021-11-09T21:00,9.3,8.1,93,0.0,8.2,3380,1028.5
Urbania,2021-11-09T22:00,9.0,7.7,93,0.0,7.9,3400,1028.5
Urbania,2021-11-09T23:00,8.8,7.5,94,0.0,7.8,3408,1028.5
Urbania,2021-11-10T00:00,8.6,7.4,95,0.0,7.8,3410,1028.5
Urbania,2021-11-10T01:00,8.6,7.4,96,0.0,7.9,3402,1028.5
Urbania,2021-11-10T02:00,8.8,7.7,96,0.0,8.2,3386,1028.5
Urbania,2021-11-10T03:00,9.1,8.2,97,0.0,8.7,3362,1028.0
Urbania,2021-11-10T04:00,9.6,8.7,98,0.0,9.2,3326,1028.0
Urbania,2021-11-10T05:00,9.7,9.0,98,0.0,9.5,3294,1028.0
Urbania,2021-11-10T06:00,9.8,9.1,99,0.0,9.7,3256,1028.0
Urbania,2021-11-10T07:00,10.1,9.5,98,0.0,9.9,3228,1028.0
Urbania,2021-11-10T08:00,10.7,10.0,96,0.0,10.2,3234,1028.0
Urbania,2021-11-10T09:00,11.5,10.7,94,0.0,10.5,3258,1028.0
Urbania,2021-11-10T10:00,12.4,11.5,90,0.0,10.8,3290,1028.5
Urbania,2021-11-10T11:00,13.1,12.2,87,0.0,11.0,3306,1028.0
Urbania,2021-11-10T12:00,13.7,12.9,85,0.0,11.3,3320,1028.0
Urbania,2021-11-10T13:00,14.2,13.4,84,0.0,11.5,3332,1027.5
Urbania,2021-11-10T14:00,14.2,13.5,84,0.0,11.6,3332,1026.9
Urbania,2021-11-10T15:00,13.9,13.3,86,0.0,11.7,3328,1026.9
Urbania,2021-11-10T16:00,13.4,12.9,89,0.0,11.7,3316,1026.9
Urbania,2021-11-10T17:00,12.9,12.4,92,0.0,11.6,3300,1026.9
Urbania,2021-11-10T18:00,12.2,11.9,95,0.0,11.4,3280,1026.9
Urbania,2021-11-10T19:00,11.5,11.2,98,0.0,11.1,3270,1027.5
Urbania,2021-11-10T20:00,11.2,10.9,99,0.0,11.0,3290,1027.5
Urbania,2021-11-10T21:00,11.1,10.8,99,0.0,11.0,3324,1027.5
Urbania,2021-11-10T22:00,11.0,10.6,99,0.0,10.9,3362,1027.5
Urbania,2021-11-10T23:00,10.9,10.4,99,0.0,10.7,3372,1027.5
